,address,LAT,LONG
82,STANIFORD ST,42.36308,-71.064135
84,22 DORCHESTER AV AND PLEASANT ST,42.3605,-71.0596
86,E 7TH ST AND N ST,42.33237,-71.03119
87,484 COLUMBUS AV,42.342767,-71.078711
88,5 CHESTNUT ST,42.357925,-71.066457
89,171 MILTON ST,42.281157,-71.050791
90,223 HARRISON AV,42.347818,-71.06291
92,239 L ST,42.330497,-71.035441
93,331 DORCHESTER ST,42.3311,-71.05422
95,SAVIN HILL AV AND AUCKLAND ST,42.312866,-71.056043
96,5 AUSTIN ST AND MAIN ST,42.375,-71.03972
97,E 1ST ST AND BEACON ST,42.375,-71.03972
98,WASHINGTON ST AND COBDEN ST,42.317687,-71.096421
99,119 MASSACHUSETTS AV,42.343253,-71.085646
100,RAND ST AND BROOKFORD ST,42.318407,-71.07664
101,15 BARTLETT ST,42.32795,-71.087807
104,DORCHESTER AV AND MIDDLE ST,42.33238,-71.057006
106,552 E 8TH ST,42.331543,-71.039441
107,9 CEDARCREST TR,42.264427,-71.148271
109,RICHMOND ST AND NORTH ST,42.363096,-71.054075
110,HANCOCK ST AND RILL ST,42.312459,-71.064267
112,A ST,42.345041,-71.052892
114,161 I ST,42.332657,-71.040041
115,WASHINGTON ST AND VASSAR ST,42.300854,-71.07594
116,259 CAMBRIDGE ST,42.361109,-71.067856
118,266 HANOVER ST,42.363697,-71.054841
119,267 CENTRE ST,42.293567,-71.061781
120,22 ASHMONT ST,42.285255,-71.06939
121,461 S HUNTINGTON AV,42.332028,-71.11196
123,94 HYDE PARK AV,42.280667,-71.119111
124,21 LESLIE ST,42.294897,-71.058691
126,CENTRE ST AND WELD ST,42.294429,-71.13601
127,E 3RD ST AND O ST,42.336602,-71.029266
129,175 IPSWICH ST,42.346694,-71.09556
130,AV LOUIS PASTEUR,42.338457,-71.102791
131,35 NEWBURY ST,42.352435,-71.072988
132,WILSON PK,42.342748,-71.146376
133,489 POPLAR ST,42.273927,-71.128991
135,LUCERNE ST AND FRONTENAC ST,42.284465,-71.089305
136,WASHINGTON ST AND OAK SQ,42.348422,-71.064074
137,ADAMS ST AND DORCHESTER AV,42.272261,-71.067951
138,6 ERNEST AV,42.241257,-71.143516
139,167 W NEWTON ST,42.342877,-71.077811
141,48 ADAMS ST,42.307269,-71.062525
142,MELVILLE AV AND WALDECK ST,42.294677,-71.066738
143,28 MT VERNON ST,42.322119,-71.057518
144,ASHLAND ST AND ELM ST,42.300334,-71.053532
145,38 ELDER ST,42.320515,-71.064935
146,HUNTINGTON AV AND CUMBERLAND ST,42.344287,-71.082985
148,496 CUMMINS HY,42.275465,-71.111035
149,93 AMERICAN LEGION HY AND CUMMINS HY,42.295897,-71.092216
150,SARATOGA ST AND MOORE ST,42.383172,-71.018773
151,237 W CANTON ST,42.345707,-71.077491
152,GRANFIELD AV AND FAWNDALE R,42.289827,-71.122441
153,74 WARRENTON ST,42.349977,-71.066171
154,HOLDEN RW,42.37833,-71.06527
156,MASSACHUSETTS AV AND TREMONT ST,42.339334,-71.080319
157,91 COLBERG AV,42.283897,-71.143381
158,SEAPORT BL AND E SERVICE R,42.3605,-71.0596
160,582 E 5TH ST,42.334097,-71.037021
161,402 W BROADWAY,42.337297,-71.048061
162,37 W 1ST ST,42.343335,-71.05356
163,39 P ST,42.337406,-71.027223
164,646 HANOVER ST,42.364283,-71.054378
165,SAMOSET ST,42.291007,-71.064971
166,13 ROGERS PARK AV,42.347323,-71.161313
168,485 E 1ST ST AND I ST,42.375,-71.03972
169,166 CORNELL ST,42.278477,-71.134281
170,11 WOODHAVEN ST,42.27328,-71.09459
171,CITY SQ AND CHELSEA ST,42.372293,-71.06169
172,201 BREMEN ST,42.373437,-71.033611
173,14 E BERKELEY ST,42.3443,-71.067007
174,34 WINSHIP ST,42.347277,-71.151471
176,251 CAUSEWAY ST,42.366405,-71.05891
177,27 H ST AND E 2ND ST,42.375,-71.03972
178,43 WARREN ST,42.335957,-71.077301
179,9 ELMIRA ST,42.353084,-71.150426
180,19 CROSSTOWN AV,42.262337,-71.164331
181,17 TOWNSEND ST,42.319587,-71.093251
182,RICHMERE R,42.269177,-71.101731
183,172 COLUMBIA R,42.306147,-71.077939
184,CONSTITUTION RD AND DANIA ST,42.272124,-71.088888
185,74 MT EVERETT ST,42.309377,-71.070854
186,401 E 3RD ST,42.33623,-71.04407
187,KINGSBORO PK,42.317907,-71.111401
188,172 KITTREDGE ST,42.279737,-71.131701
189,DRESSER ST AND F ST,42.338446,-71.045868
191,MORTON ST AND NORFOLK ST,42.281649,-71.086975
192,8 EVERETT ST,42.301767,-71.052711
193,401 BEACON ST,42.351627,-71.085521
196,1245 CENTRE ST,42.297974,-71.132673
198,HARRISON AV AND BEECH ST,42.351486,-71.061187
199,CENTRE ST AND ST JOHN ST,42.314136,-71.114113
200,41 SPRING ST,42.277947,-71.162211
201,ARBOROUGH R,42.29007,-71.12811
202,CREST ST AND WHITTEMORE ST,42.287624,-71.161492
203,35 BOYLSTON ST,42.352317,-71.063788
204,139 CANAL ST,42.365332,-71.06099
207,101 ST THERESA AV,42.276101,-71.15791
208,56 RUSSETT R,42.289717,-71.149911
209,BABSON ST AND BLUE HILL AV,42.270167,-71.093601
210,HYDE PARK AV AND EVERETT ST,42.257264,-71.123765
211,1 TEMPLE PL,42.355662,-71.062887
212,155 HYDE PARK AV,42.296068,-71.116216
213,BEACON ST,42.353767,-71.079711
214,94 WORCESTER ST,42.339687,-71.078601
217,MYRTLE ST AND ANDERSON ST,42.359291,-71.067707
218,242 LAKE ST,42.269534,-71.104367
219,BURROUGHS ST,42.313407,-71.116441
220,AMORY ST AND COLUMBUS AV,42.321726,-71.098473
221,4 ALBION PL,42.381173,-71.070262
222,1871 COLUMBUS AV,42.31832,-71.098556
223,2 WINFIELD ST,42.33213,-71.042607
224,LANDOR RD AND BLUE HILL AV,42.283268,-71.091696
225,LONGWOOD AV AND ST ALPHONSUS ST,42.335603,-71.099557
226,2 HAYNES ST,42.367035,-71.038767
227,799 COLUMBUS AV,42.337048,-71.086711
228,PHILLIPS ST,42.360219,-71.068202
229,E 8TH ST AND OLD HARBOR ST,42.331254,-71.047411
230,25 LEYLAND ST,42.320289,-71.070523
231,23 CONGRESS ST,42.358112,-71.056566
232,DURNELL AV,42.283987,-71.135511
233,156 WESTERN AV,42.364047,-71.119549
234,1512 CENTRE ST,42.290977,-71.139791
235,CEYLON ST AND BIRD ST,42.313083,-71.071266
236,74 GARDNER ST,42.277187,-71.168831
237,1226 COLUMBIA R,42.330517,-71.049431
238,367 CENTRE ST,42.294686,-71.058151
239,343 CONGRESS ST,42.350607,-71.049381
240,DORIS ST AND DORCHESTER AV,42.313479,-71.057087
241,PUTNAM ST AND MORRIS ST,42.377338,-71.031039
242,A ST AND W 1ST ST,42.343382,-71.053713
243,872 E BROADWAY,42.335907,-71.029111
244,PURCHASE ST AND HIGH ST,42.356684,-71.051524
245,1685 CENTRE ST,42.287624,-71.146636
246,FAIRFIELD ST,42.350327,-71.082311
247,62 BROOKS ST,42.376481,-71.033322
248,23 BOWEN ST,42.27895,-71.08193
249,174 L ST,42.332147,-71.035081
251,152 SOUTH ST,42.350719,-71.057431
253,118 WINTHROP ST,42.323917,-71.076461
254,275 TREMONT ST,42.350061,-71.065464
255,9 LAGRANGE ST,42.351517,-71.063031
256,397 SEAVER ST,42.303477,-71.081631
257,BELLEVUE ST AND QUINCY ST,42.310303,-71.067843
258,35 LOMASNEY WY AND NASHUA ST,42.375,-71.03972
259,16 MANION R,42.265675,-71.114596
260,164 MARINE R,42.330897,-71.032231
261,21 MERCHANTS RW,42.359462,-71.05548
262,KNEELAND ST AND TREMONT ST,42.375,-71.03972
263,MAVERICK SQ AND SUMNER ST,42.368943,-71.039887
264,DORCHESTER AV AND DIX ST,42.29507,-71.061669
265,MIDDLE ST,42.331667,-71.055621
266,RIVER ST AND BARRY ST,42.254552,-71.128591
267,2 FAN PIER BLV,42.353627,-71.045486
269,55 EVELYN ST,42.278767,-71.090581
270,WASHINGTON ST AND ELMORE ST,42.321307,-71.092476
271,774 ALBANY ST,42.333577,-71.072911
272,467 E 8TH ST,42.331257,-71.042341
274,276 NEWBURY ST,42.349103,-71.083615
276,1055 COMMONWEALTH AV,42.352447,-71.122911
277,197 FRIEND ST,42.364217,-71.060471
278,TUDOR ST,42.335277,-71.051739
279,4003 WASHINGTON ST,42.292697,-71.121791
280,28 ORCHARD ST,42.266983,-71.108223
281,WARREN ST AND CAMELOT CT,42.349196,-71.141413
283,47 SARATOGA ST,42.376107,-71.037291
284,W BROADWAY AND ATHENS ST,42.3485,-71.0367
285,307 W 1ST ST,42.339527,-71.047041
286,155 BELLEVUE ST,42.307636,-71.070429
287,86 LAGRANGE ST,42.351658,-71.064239
289,234 BERKELEY ST,42.351569,-71.073702
290,1 W NEWTON ST,42.338869,-71.07363
291,COLUMBIA RD AND DOUGLAS ST,42.330509,-71.042752
292,82 W NEWTON ST,42.340497,-71.075801
293,LAWNDALE TR,42.313983,-71.10628
294,4 SUDBURY ST,42.361243,-71.060955
295,29 CORDIS ST,42.375677,-71.062501
296,565 COLUMBUS AV,42.341117,-71.081541
297,8 CHILD ST,42.259237,-71.127234
299,ST JAMES ST AND ALPINE ST,42.32683,-71.086071
300,14 BOYLSTON ST,42.352357,-71.06295
301,TREMONT ST AND LAGRANGE ST,42.351724,-71.06473
302,317 PARIS ST,42.37708,-71.03197
303,41 PAYSON AV,42.313267,-71.066801
305,WASHINGTON ST AND WOODSIDE AV,42.31,-71.103995
307,MASSACHUSETTS AV AND NEWBURY ST,42.348094,-71.088132
308,506 E 3RD ST,42.336587,-71.039601
310,PARIS ST AND MARION ST,42.375164,-71.034433
311,5 O ST,42.338097,-71.029491
312,539 BEECH ST,42.274537,-71.131351
313,541 E 3RD ST,42.336348,-71.038209
314,GWINNETT ST AND WEST ST,42.262751,-71.124612
315,D ST,42.340312,-71.048873
318,1 BELVIDERE ST,42.345997,-71.085021
319,43 W BROADWAY,42.342309,-71.056256
320,DORCHESTER AV AND CRESCENT AV,42.318576,-71.056722
321,OCEAN ST,42.286957,-71.067271
323,529 DUDLEY ST,42.322058,-71.072484
324,1574 TREMONT ST,42.333187,-71.102371
325,54 MELROSE ST,42.348843,-71.069071
326,ST CECELIA ST,42.346547,-71.086441
327,515 WASHINGTON ST,42.354307,-71.062141
328,LINDEN ST AND CAMBRIDGE ST,42.356056,-71.131344
329,454 HANOVER ST,42.366967,-71.052774
330,321 HARRISON AV,42.345818,-71.0641
331,SAVIN HILL AV AND OLD COLONY TR,42.312138,-71.047115
332,HUMBOLDT AV AND WALNUT AV,42.320618,-71.086013
333,176 ROSLINDALE AV,42.282065,-71.136818
335,138 MARLBOROUGH ST,42.352867,-71.077811
337,1 FORD ST,42.387303,-71.007475
338,WARREN ST AND WINTHROP ST,42.326607,-71.083184
339,2 COLUMBUS AV,42.351631,-71.067819
340,164 SUMNER ST,42.316009,-71.062733
341,95 HYDE PARK AV,42.297804,-71.115425
342,2 TREMONT ST,42.359068,-71.059517
343,48 THOMPSON ST,42.251717,-71.134051
344,6 LOUIS PRANG ST,42.338027,-71.096751
345,READVILLE ST AND KNIGHT ST,42.245471,-71.133301
346,39 DALTON ST,42.346587,-71.083841
347,BROOKLINE AV AND BURLINGTON AV,42.345476,-71.100352
348,HARVARD AV AND HYDE PARK AV,42.280667,-71.119111
349,POPLAR ST,42.294287,-71.138331
350,97 CHELSEA ST,42.372257,-71.035731
352,251 WACHUSETT ST,42.290987,-71.117251
353,ELMORE ST AND MAYFAIR ST,42.319865,-71.090868
354,362 CENTRE ST,42.29464,-71.058323
355,8 N MARKET ST,42.360515,-71.053778
356,MARGINAL R,42.347688,-71.065707
357,4 ATLANTIC AV,42.363646,-71.051058
358,77` SPRING ST,42.277782,-71.164032
361,ARBUTUS ST AND LUCERNE ST,42.287512,-71.088291
362,E 4TH ST AND O ST,42.334868,-71.029215
364,17 SUMNER ST,42.319222,-71.061274
365,ORLANDO ST AND MESSINGER ST,42.273688,-71.099932
366,PRESCOTT ST AND E EAGLE ST,42.381339,-71.031356
367,44 CENTRE ST,42.290719,-71.069842
368,WAKULLAH ST,42.322237,-71.086191
370,267 E 8TH ST,42.331997,-71.049773
371,484 E BROADWAY,42.335452,-71.045532
372,35 KNEELAND ST,42.350537,-71.061981
373,398 SEAVER ST,42.303757,-71.081471
374,52 CHURCH ST,42.308937,-71.060721
375,E EIGHTH ST AND H ST,42.331364,-71.041428
376,6 NEPTUNE CR,42.380913,-71.019281
377,WEBSTER ST,42.258147,-71.121401
378,CENTRE ST AND LAMARTINE ST,42.322814,-71.100585
381,5 CARLISLE ST,42.3141,-71.08278
382,FIRTH R,42.287767,-71.124671
383,CENTRE ST AND CREIGHTON ST,42.322389,-71.108452
385,64 CUMMINS HY,42.285111,-71.125998
386,554 WELD ST,42.292427,-71.154891
388,16 SPARHAWK ST,42.350787,-71.149961
390,DORCHESTER ST AND W 4TH ST,42.334947,-71.046792
391,289 CENTRE ST,42.293747,-71.061081
392,243 SHAWMUT AV,42.343707,-71.068261
393,COMMERCIAL ST AND PRINCE ST,42.36726,-71.058065
394,VALLEY RD AND WASHINGTON SQ,42.277161,-71.069505
396,45 HARVEST ST,42.323317,-71.058691
397,2 BEACON ST,42.358129,-71.060935
398,1 LEWIS WF,42.363294,-71.051894
399,RIVER ST AND IDAHO ST,42.271524,-71.076286
400,8 VIOLANTE ST,42.267197,-71.097171
401,68 BEACON ST,42.354205,-71.077013
402,1075 BLUE HILL AV,42.287525,-71.090261
403,27 HARRISON AV,42.351815,-71.061444
405,1 DEVONSHIRE ST,42.358297,-71.057581
407,8 BABSON ST,42.276642,-71.092834
408,24 THANE ST,42.296727,-71.076401
409,FERNCROFT RD AND COREY ST,42.289417,-71.158532
410,16 CUNNINGHAM ST,42.31413,-71.073888
412,83 SARATOGA ST,42.376652,-71.036256
413,378 STUART ST,42.349242,-71.073292
414,38 WESTLAND AV,42.343367,-71.087681
415,45 VINTON ST,42.329629,-71.053193
416,404 CENTRE ST,42.295257,-71.056401
417,65 UNION ST,42.361543,-71.05722
418,POPLAR ST AND DALE ST,42.27425,-71.128247
419,285 HARVARD ST,42.293876,-71.089299
420,DORCHESTER AV AND DEXTER ST,42.330334,-71.056967
421,609 COLUMBUS AV AND NORTHAMPTON ST,42.375,-71.03972
422,CUMMINS HY AND ANNAFRAN ST,42.274742,-71.10975
423,897 CUMMINS HY,42.267785,-71.09506
424,61 ALFORD ST,42.387339,-71.0725
425,129 LAKE ST,42.26893,-71.104786
426,HANOVER ST AND CHARTER ST,42.365852,-71.052855
427,67 GUEST ST,42.356976,-71.145157
428,276 PARK ST,42.297225,-71.065637
429,26 LYNDHURST ST,42.292737,-71.070661
430,35 HAVRE ST,42.370447,-71.040301
431,DORCHESTER ST AND WOODWARD ST,42.330486,-71.055305
433,7 BEACON ST,42.358229,-71.061299
436,ALTAIR RD AND CENTRE ST,42.3605,-71.0596
437,94 BEACON ST,42.354205,-71.077013
438,LUCY ST,42.324593,-71.062035
439,8 MARGARET ST,42.365687,-71.055911
440,133 DEVONSHIRE ST,42.356751,-71.057323
442,33 GLENELLEN R,42.269296,-71.163164
443,773 COLUMBIA R,42.319817,-71.058401
444,CHARLES RIVER,42.359577,-71.071511
445,SOUTHERN AV,42.289967,-71.074901
446,375 CONGRESS ST,42.349886,-71.047708
447,26 SEAVER ST,42.313015,-71.094415
448,NORFOLK ST AND NEW ENGLAND AV,42.28799,-71.077813
449,241 BLUE HILL AV,42.316307,-71.078371
450,16 BLAGDEN ST,42.348807,-71.078334
452,194 BELGRADE AV,42.286017,-71.138921
453,DALE ST AND WAKULLAH ST,42.321718,-71.086725
454,81 RUGGLES ST,42.333747,-71.086421
455,5 ANTWERP ST,42.358327,-71.140361
456,259 CAMBRIDGE ST AND LINCOLN ST,42.375,-71.03972
457,235 SHAWMUT AV,42.343757,-71.06785
458,161 WASHINGTON ST,42.357264,-71.05849
459,195 SPRING ST,42.27519,-71.16833
460,459 WASHINGTON ST,42.355108,-71.060896
461,463 COMMONWEALTH AV,42.349407,-71.093121
462,55 DUDLEY ST,42.349919,-71.077697
463,428 WESTERN AV,42.363205,-71.13513
464,INGLESIDE ST,42.317247,-71.077241
466,COMMERCIAL ST AND HENCHMAN ST,42.367525,-71.0534
469,26 AGAWAM ST,42.294817,-71.054621
470,SUMNER ST AND PARIS ST,42.369239,-71.040568
471,251 BOWDOIN ST,42.306213,-71.066769
472,18 CHESTNUT ST,42.357487,-71.067061
473,BLOOMINGTON ST,42.289887,-71.046671
474,43 HOLBORN ST,42.313997,-71.080291
475,174 CABOT ST,42.333685,-71.087187
476,HOPEWELL RD AND BELNEL R,42.3605,-71.0596
477,634 BLUE HILL AV,42.302756,-71.08529
478,POPES HILL ST AND TREMONT ST,42.375,-71.03972
479,N ST AND E 7TH ST,42.33237,-71.03119
481,19 LAGRANGE ST,42.351559,-71.063375
482,509 E 5TH ST,42.33376,-71.040387
485,328 BLUE LEDGE DR,42.273592,-71.138207
486,JAMAICA ST AND ST ROSE ST,42.305062,-71.116387
487,KILMARNOCK ST AND PARK DR,42.340909,-71.098508
488,VICTORIA HEIGHTS RD AND FARRAR AV,42.269156,-71.11309
489,47 BINNEY ST,42.337786,-71.106652
490,167 WELD ST,42.293897,-71.139011
491,52 WALTHAM ST,42.342247,-71.069711
493,HERALD ST,42.346608,-71.065601
494,338 COMMERCIAL ST,42.36559,-71.051392
495,VINE ST AND CHELSEA ST,42.376225,-71.055231
498,6 MILTON TR,42.254097,-71.113901
499,54 IRVING ST,42.359857,-71.066231
500,22 MERIDIAN ST,42.370743,-71.038974
501,DUNCKLEE ST,42.353847,-71.156651
502,DOUGLAS ST AND E 8TH ST,42.331339,-71.042782
503,MILLET ST AND WHEATLAND AV,42.29279,-71.076598
504,61 ASHLEY ST,42.388487,-71.007211
506,HARRISHOF ST AND HUMBOLDT AV,42.316392,-71.086903
507,3 APPLETON ST,42.346737,-71.069671
508,46 MT VERNON ST,42.321725,-71.056354
510,679 DORCHESTER AV,42.326884,-71.056901
511,33 GERMANIA ST,42.314174,-71.102674
512,65 COMMONWEALTH AV,42.352967,-71.076091
513,MT PLEASANT ST,42.248797,-71.116431
514,215 SPRING ST,42.27445,-71.168978
515,8 BLOSSOM ST AND CHARLES ST,42.375,-71.03972
516,13 BLUE HILL AV,42.324837,-71.075541
517,HUMBOLDT AV AND WAUMBECK ST,42.31461,-71.088331
518,149 MAVERICK ST,42.369777,-71.038331
520,AVE LOUIS PASTEUR,42.338457,-71.102791
521,321 DARTMOUTH ST,42.35324,-71.078684
522,2 PARMENTER ST,42.36368,-71.054686
523,BURRELL ST AND NORFOLK AV,42.32387,-71.068027
524,MALLET ST AND DAWSON ST,42.290258,-71.058595
525,WINTHROP ST AND WARREN ST,42.326607,-71.083184
526,153 BAY STATE R,42.350577,-71.100471
527,421 W BROADWAY,42.336567,-71.047771
528,14 MANOR ST,42.289987,-71.053661
529,MILTON ST AND MYRTLEBANK AV,42.280714,-71.053244
530,101 WASHINGTON ST,42.357751,-71.058027
531,PORTER ST AND FRANKFORT ST,42.371492,-71.03322
532,BOSTON WHARF RD AND SEAPORT BL,42.351735,-71.045542
533,9 NEWBURY ST,42.352727,-71.071871
534,PATTERSON ST AND GALLIVAN BL,42.279999,-71.065637
535,SARATOGA ST AND CHELSEA ST,42.380448,-71.026523
536,9 MT VERNON ST,42.322391,-71.059544
537,SEAPORT BL AND SLEEPER ST,42.353112,-71.048431
538,RIVER ST AND ROSA ST,42.261391,-71.112106
540,255 STATE ST,42.359537,-71.051322
541,209 BAY STATE R,42.350767,-71.102841
542,15 RUGGLES ST,42.331637,-71.083211
543,O ST AND E 2ND ST,42.337422,-71.02929
545,1 JOHNSTON R,42.287234,-71.090548
546,1866 CENTRE ST,42.285887,-71.154871
547,MORELAND ST AND MONTROSE ST,42.324161,-71.0796
548,426 CHELSEA ST,42.380477,-71.026781
549,5 FREEPORT ST,42.30754,-71.058309
550,COTTRELL ST AND MT VERNON ST,42.321639,-71.054971
551,211 GENEVA AV,42.304637,-71.073841
552,TENEAN ST,42.292486,-71.045191
554,12 ERICSSON ST,42.291807,-71.040831
556,32 SPRING ST,42.277753,-71.162046
557,RICHMOND ST AND FULTON ST,42.362381,-71.053162
558,ELM HILL AV AND CRAWFORD ST,42.311689,-71.085862
559,FAVRE ST,42.271997,-71.098991
560,A ST AND SOBIN PARK,42.344393,-71.053113
561,14 SEAPORT BL,42.352934,-71.048171
562,22 THANE ST,42.296707,-71.076391
563,1ST AV AND 13TH ST,42.377043,-71.051027
564,THOMPSON ST,42.251617,-71.134121
565,HUDSON ST AND HARVARD ST,42.349263,-71.060657
566,TREMONT ST AND TERRACE ST,42.331646,-71.096138
567,35 CONISTON R,42.292307,-71.132991
568,18 FIFIELD ST,42.309457,-71.063461
569,29 BAYSWATER ST,42.385369,-71.005533
570,MASSACHUSETTS AV AND SHIRLEY ST,42.3605,-71.0596
571,HYDE PARK AV AND PINGREE ST,42.375,-71.03972
572,21 ATHERTON ST,42.316696,-71.099356
573,648 COLUMBIA R,42.318787,-71.063731
576,82 DEVONSHIRE ST,42.357868,-71.056906
577,138 BEACON ST,42.354967,-71.075201
578,31 MORTON ST,42.306573,-71.068791
580,ARLINGTON ST AND HERALD ST,42.347491,-71.068619
582,31 MATCHETT ST,42.353507,-71.170271
583,25 BRADLEE ST,42.297327,-71.074091
584,MILK ST AND BATTERYMARCH ST,42.357684,-71.054421
585,225 FRANKLIN ST,42.35634,-71.05429
586,FAIRMOUNT AV AND SUMMIT ST,42.2491,-71.114667
587,HUBBARDSTON R,42.310207,-71.052851
588,137 TREMONT ST,42.356219,-71.063084
589,EUSTON RD AND CLAYMOSS R,42.343157,-71.146621
590,LEROY ST AND GENEVA AV,42.3006,-71.066679
591,HARVARD AV AND RIVER ST,42.256045,-71.122202
593,HARVARD ST AND ALGONQUIN ST,42.297635,-71.076119
594,11 N ST,42.335657,-71.031279
595,PLAIN ST,42.287107,-71.049131
596,777 TREMONT ST,42.33964,-71.080229
598,499 QUINCY ST,42.308383,-71.065478
600,CHELSEA ST AND 13TH ST,42.378782,-71.05259
602,BEACON ST AND FAIRMOUNT AV,42.252456,-71.118158
604,WOOLSON ST AND SUTTON ST,42.281363,-71.089739
606,26 SARANAC ST AND MINOT ST,42.375,-71.03972
607,CLARENDON ST AND ST JAMES AV,42.349859,-71.074808
608,W EAGLE ST AND MERIDIAN ST,42.381351,-71.039277
609,134 BEACON ST,42.354987,-71.075111
611,303 CONGRESS ST,42.351341,-71.050548
612,975 BLUE HILL AV,42.2909,-71.089653
613,DANA AV AND TRUMAN PY,42.250018,-71.122372
614,K ST AND E 8TH ST,42.331436,-71.037308
615,BLUE HILL AV AND CHENEY ST,42.308469,-71.083254
617,23 ST ALBANS R,42.333649,-71.107346
618,271 HANCOCK ST,42.30879,-71.059263
621,ALBANY ST AND THAYER ST,42.341981,-71.063035
622,LOUIS PRANG ST AND FENWAY,42.338694,-71.097683
623,589 SHAWMUT AV,42.336147,-71.080121
624,W 3RD ST AND F ST,42.337604,-71.046837
625,2 MICHAEL RD AND IMRIE R,42.3605,-71.0596
626,OLD HARBOR ST AND E 8TH ST,42.331254,-71.047411
627,ALFORD ST AND WEST ST,42.385098,-71.073689
628,NEPONSET AV AND S MUNROE TR,42.292788,-71.05064
629,W 6TH ST AND W BROADWAY,42.33682,-71.05287
630,47 W 7TH ST,42.337223,-71.055395
631,1 HAMILTON PL,42.356331,-71.060738
632,197 CLARENDON ST,42.349605,-71.074002
636,124 BOWDOIN ST,42.302742,-71.071512
637,COLUMBIA RD AND EASTMAN ST,42.319184,-71.063145
638,149 W BROOKLINE ST,42.343604,-71.076749
640,525 HARVARD ST,42.289084,-71.092133
641,COMMONWEALTH AV AND DARTMOUTH ST,42.351706,-71.07814
642,61 STANWOOD TR,42.309867,-71.080431
643,8 HYDE PARK AV AND WASHINGTON ST,42.2557,-71.1245
644,12 SAFFORD ST,42.265847,-71.117481
645,NORRIS R,42.253977,-71.112411
646,61 BROMLEY ST,42.32556,-71.099632
647,7 WATER ST,42.288582,-71.039048
648,WILLIAM JACKSON AV,42.344837,-71.154541
649,75 UNION PARK ST,42.340617,-71.068501
650,ASTICOU RD AND SOUTH ST,42.300618,-71.116323
652,1 HAMMOND ST,42.33445,-71.081923
653,NEPTUNE CR,42.378385,-71.022994
654,COLONIAL AV AND MILLET ST,42.290699,-71.075774
656,2 ERIE ST,42.303351,-71.078562
657,25 CHESTNUT HILL AV,42.348207,-71.154241
658,ORGAN PARK ST AND CATHERINE ST,42.288727,-71.113812
660,801 ALBANY ST,42.332757,-71.074811
661,15 ST ALBANS R,42.334291,-71.107173
663,BLUE HILL AV AND WOODBINE ST,42.318296,-71.077814
664,503 SHAWMUT AV,42.338177,-71.077111
665,CENTRE ST AND COREY ST,42.28615,-71.154877
666,278 DORCHESTER AV,42.338233,-71.057154
667,PARK ST AND PARK TR,42.281991,-71.150358
669,266 SHAWMUT AV,42.343126,-71.068617
670,132 QUINCY ST,42.313854,-71.076901
672,TONAWANDA ST AND GREENBRIER ST,42.297673,-71.070737
674,LAMSON CT,42.366487,-71.033021
675,11 ATLANTIS ST,42.288577,-71.168301
676,1599 BLUE HILL AV,42.269287,-71.094091
677,ATHENS ST,42.339877,-71.051191
679,172 SALEM ST,42.366297,-71.054941
680,37 WASHINGTON ST,42.307154,-71.082348
681,PERKINS AV,42.255437,-71.128981
682,66 BENNINGTON ST,42.376024,-71.03659
683,GARFIELD AV AND LORING ST,42.247115,-71.121623
685,SPRING ST AND CYPRESS ST,42.274791,-71.168516
686,7 BLUE HILL AV,42.324978,-71.075455
687,CUSHING AV AND ROWELL ST,42.314105,-71.064213
688,N BEACON ST AND SOLDIERS FIELD R,42.365954,-71.120838
689,34 WESTMORE R,42.284327,-71.096351
690,402 MERIDIAN ST,42.380007,-71.039491
691,65 WARREN AV,42.344879,-71.072375
693,614 CAMBRIDGE ST,42.361078,-71.069386
694,MASSACHUSETTS AV AND SHAWMUT AV,42.337388,-71.078003
695,CONCORD ST,42.339536,-71.078599
696,14 COMMERCIAL ST,42.360101,-71.053709
698,586 RUTHERFORD AV,42.382737,-71.072471
699,THATCHER ST AND ENDICOTT ST,42.365307,-71.057415
700,26 CENTRE ST,42.290449,-71.070709
701,205 BELGRADE AV,42.286367,-71.139311
702,69 MASCOT ST,42.28379,-71.08452
704,I ST AND E 4TH ST,42.334691,-71.039951
707,1 CALUMET ST,42.334054,-71.104863
708,7 BELVIDERE ST,42.345997,-71.085021
709,2 POST OFFICE SQ,42.357039,-71.055883
710,1069 BENNINGTON ST,42.387397,-71.003851
711,9 W SELDEN ST,42.280337,-71.083148
712,18 HYDE PARK AV AND BOYLSTON ST,42.299247,-71.113721
714,916 BLUE HILL AV,42.292835,-71.08851
715,199 BAY STATE R,42.350737,-71.102431
716,4 GIBSON ST,42.297424,-71.060791
717,JEFFRIES ST,42.364977,-71.029671
718,FLORENCE ST AND HAWTHORNE ST,42.284907,-71.127124
719,D ST AND BAXTER ST,42.335886,-71.054313
720,THATCHER ST AND N MARGIN ST,42.365394,-71.05677
721,DUDLEY ST AND HARRISON AV,42.328606,-71.082747
722,3 JOY ST,42.357827,-71.065291
723,572 CUMMINS HY,42.273537,-71.108051
724,357 NEPONSET AV,42.287052,-71.046369
725,2149 DORCHESTER AV,42.277057,-71.067051
726,1789 CENTRE ST,42.287757,-71.152691
727,BRIGHTON AV AND HIGGINS ST,42.35338,-71.135649
728,216 HUNTINGTON AV,42.331983,-71.11202
729,32 VERMONT ST,42.290166,-71.161389
731,TRULL ST AND GLEN ST,42.312221,-71.066126
